DW_CLIENTES;address_number;business_family;business_unit;customer;customerkey;customer_type;division;division_name;line_of_business;phone;region_code;region_name;regional_sales_mgr;search_type
7c831688facb85c5d37a834b6d035a6be53f4e6b8a370a89b0d682cbd0b5e6b3;10000461;R1;1;A1 Store;10000461;G3;1;International;Não Informado;816-455-8733;0;Canada;S2;C
bcd6b4d7ff60c61942628dcd5f76f12abbdacf58be92f3e21c9c93275da18cb1;10025575;R3;1;United Market;10025575;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
8f6489e000081aec1d97dbc7d9f2372d0d4142c608bde77f51dcde3a5598d328;10016609;R1;1;Homestead Market;10016609;G3;1;International;Não Informado;816-455-8733;0;Canada;S21;C
99ab48eb6b95b93eafad95307ce4af97ee8b96390270c12ff0e6433d0e6079ba;10017307;R3;1;Idyll Store;10017307;G3;1;International;Não Informado;816-455-8733;0;Canada;S8;C
8dc8bafc9c3a0dfd0c76338043f5ccdbead6fdee044f54c37c5a042960198150;10021158;R3;1;Pacific Supermarket;10021158;G3;1;International;Não Informado;816-455-8733;0;Canada;S17;C
713a19409e0296ecd2c4704ad714c3c6b4626a239099aed4478dabbc191000b1;10021472;R3;1;Parabole Shop;10021472;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
031df9751106f406bb49500da57b83184e7f5bd9bb30be727e8ff8288d484758;10002220;R3;1;ACRON Shop;10002220;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
43e211912e25fb3c6bcd1a66c3feac2f49e255aeedc31b9f38f3b5a0f68d8634;10025508;R3;1;Unimedya Shop;10025508;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
027dbca28392482b4679afb211b08817dc865fb379e11ab7365d6dc365a965ea;10014471;R1;1;Harts Superstore;10014471;G3;1;International;Não Informado;816-455-8733;0;Canada;S2;C
a22221f53a981ba0339f650a7160cef64d6382ed18fcd739424303abd4176d2e;10009652;R1;1;Dci Shop;10009652;G3;1;International;Não Informado;816-455-8733;0;Canada;S21;C
745d15a4cb7077123febad48f8a6e4ba9300927aef780eabaac2c83f433d0de4;10022687;R3;1;Ravenwerks Shop;10022687;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
14bcf08416fe3f2cd9d98991b079644a43fb804d14ff632a196fa13ec05a9c73;10021204;R1;1;Pacific Store;10021204;G3;1;International;Não Informado;816-455-8733;0;Canada;S4;C
c8a4ae2e19f17ca8d42591f7ac0a7e8c4df90e7bda2d93d9e39bdc45c99a2a13;10010884;R3;1;EDC Supermarket;10010884;G3;1;International;M1;816-455-8733;0;Canada;S5;C
f0c4e0d6c3a124cd39215d056b2008710933dee30ed2c7a26bcab6cccfc82037;10018146;R3;1;J.M. Supermarket;10018146;G3;1;International;Não Informado;816-455-8733;0;Canada;S8;C
38d8945c626f073a5e3aa73be0a6e7ebdb649ffc4d19169d6bd5dd79adfef410;10020448;R3;1;Nanao Shop;10020448;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
f8ff0d440fcd2d3e85466b70798369cbd26e3cc13cb93c5ab4df1998de218117;10025032;R3;1;Talkland Shop;10025032;G1;1;International;M1;816-455-8733;0;Canada;S19;C
70464553d945284c7b086b29b867a3cc2ad0845a0e0bee7cdd19e7ad5156daa9;10009653;R2;1;DCP Supermarket;10009653;G3;1;International;Não Informado;816-455-8733;0;Canada;S8;C
40aec121af3394323f536dea20aa5e2ece56250ef3dc5c22333d5d415e583358;10023022;R2;1;Renaissance Supermarket;10023022;G3;1;International;Não Informado;816-455-8733;0;Canada;S8;C
d1e9b33bc4b55918a2e8db91e3f9e68f8055546971631e809be3cb2e02a7ba7e;10011724;O2;1;Federal Supermarket;10011724;G3;1;International;Não Informado;816-455-8733;0;Canada;S1;C
dc2916303d8fb39bafff7afb6346524c1744f597e4834ab8e3e3efc0561d43e1;10026006;R3;1;Vector USA;10026006;G3;1;International;Não Informado;816-455-8733;0;Canada;S5;C
e347a4349e5f335f819823787470a977642b366be573479935c7ca0645b4680c;10003882;R3;1;Beech Supermarket;10003882;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
4f7204538e816e68548fd76d62e4c8e006944e0006e5c55dd017a7f8df8d2bc4;10019469;R3;1;kGS Shop;10019469;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
8e71fa036ad4a5df6619ef5a81f3492b95137559a9b02103db5d88584f3123c8;10019512;R3;1;Kim Market;10019512;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
cabc6272f38c8d41ab7b6b5a3b5e4427f23f53a82ad8da33b2d4367a762731a5;10020868;R3;1;One Market;10020868;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
de7e2839b1a5eccbf56f696437236439932f8889aa92e50c9b73ae5c0fb3c99c;10010882;R3;1;EDA Supermarket;10010882;G2;1;International;Não Informado;816-455-8733;5;International;S16;I
0956d0231716ae969b45e2492c5eaccc019a7c1f3f2c3595e0af4b7766d09bd9;10013312;R2;1;Gate9th Shop;10013312;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
8e8d7fd7e805c4d58dcfcf5f2d37fb9504f1f3c8c5c35940bc3b81d45ee28f50;10026438;R3;1;PLAINFIELD Market;10026438;G1;1;International;M1;816-455-8733;5;International;S19;C
27fdd51b042d57793bfd47a824e7b0435fbbf379d19c8c48395aaa81ae3922b7;10010832;R2;1;?change Store;10010832;G2;1;International;Não Informado;816-455-8733;5;International;S11;C
cb8e1bba9b906e9720fbfd555fee0bb901ea43d4cd3436e454c5752a3b7b11ae;10019514;R2;1;Kimball Supermarket;10019514;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
33a1d6459db6aeee23a599ced9e5b8adf60d5db0a1a6b61ae4e7593637835e01;10020864;R2;1;One Store;10020864;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
b95440df110e90c49ba1242d22128f455b9f3735094c1d1f52798523fa604a6b;10025052;O2;1;Target Gigstore;10025052;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
323d45bb01a8177e4a6a50d9811b52f44c16da95f3ab739bc97ade3647de6d27;10006983;O1;1;Brentano's Shop;10006983;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
81ab9349dd78f01b5399b73afc5d27d791ed09c623b8e578dae7cf91587695ec;10013670;R3;1;Gehlken Supermarket;10013670;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
fa2dfd61354848c23e24b68dcfd627862814eede6e94ea7ab75b76492af9bc67;10005099;R3;1;BF Supermarket;10005099;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
6557c72fb2228bc3f1c1c21bdf905ce8e586b98fa8e0f35ffd6c5ff984aeca29;10013538;R3;1;GEAR Shop;10013538;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
995799a81fa4ca1eab0d122ba1b903a51897779f4719bd8f000cdd64e978a0b1;10017290;R3;1;Id Shop;10017290;G1;1;International;M1;816-455-8733;5;International;S16;C
179354d0644ce91257c3444ed131176643f95bc19a61f355bec93975efe9de1a;10025392;R3;1;Ultimate Supermarket;10025392;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
1b7f78173589fd17485702b6d6d4606900c31296cdb459d5be076a57318b7dde;10012161;R3;1;Filetron Shop;10012161;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
9202149b57376c80c22e6054819ec2f4e8103e44aa890ef9067c2e7a61fe4efb;10021283;R3;1;PageBoy Shop;10021283;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
ce8a4efcc2abfbc5d850e02cd2b92c70da6dfa1b1ae13e7a227dfd54b128827d;10009650;R3;1;Dayton Store;10009650;G1;1;International;M1;816-455-8733;5;International;S16;C
8c29fad6512a3e1d01d41aa3783c52857ada04614401ba0ec80fc4b692b9e8f2;10009669;R3;1;De Store;10009669;G2;1;International;Não Informado;816-455-8733;5;International;S14;C
da94998f0a276c5f27af25dace38fe9751e1ff3d5ece78663e56281905cb324b;10021160;R3;1;Pacific Gigaplace;10021160;G1;1;International;M1;816-455-8733;5;International;S19;C
15bf4894c1d61464c7e9de9e1ce4964e8a4d23d1c03a0e4be314c7ed4b4f7948;10022755;R3;1;Real Supermarket;10022755;G1;1;International;M1;816-455-8733;5;International;S19;C
ebc44de265a914cb692d74b2f2ab7d1a78082f2fb8422a337e9ca1216fa29a79;10021239;R3;1;PADL Shop;10021239;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
855f5e8d7ac85d09cf2ab0e80d99cfc8fef02845fd36b6a9f73c8f88d2df0abe;10019952;O2;1;Lobster Market;10019952;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
dbe517e5d23e6da5d5494779cd9bf166a7269b5a63c27be98670afb38386b0d1;10003857;R3;1;Beckman Market;10003857;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
7880e3cd4535ce024a08b5f51b5528b10ddc35cb611d2b9ebfb23db0d2338a56;10013899;R3;1;Grumman Market;10013899;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
f2397709281c51a347014bdee5bd9daa238a26cf879be1571acd28595af582c0;10016780;R3;1;iBEAM Shop;10016780;G1;1;International;M1;816-455-8733;5;International;S18;C
fb20b063ea3f8b07cf82cf2a930d84a9216a5f6b3209c9f3f38ca50dde4b679a;10011870;O2;1;Fenwick Supermarket;10011870;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
e773916b888d5626f7e4d1d28986b584d309e4fd3f31d1c6248f083757c98cc0;10011018;R3;1;Eloi Supermarket;10011018;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
8d1235751cf1a431342159324b7b8f949bb63e3147257ddc603f407930d0b998;10020266;O2;1;Maxwell Supermarket;10020266;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
e4eaccf48a6a3cc0c0f47543b032f325ebbe9e1036c64d19c7a21dc4b7fbc430;10007134;R3;1;C&C Shop;10007134;G2;1;International;M1;816-455-8733;5;International;S1;C
3ec6aaba6d7d52fa6a0ae4d285860a5c1a0aa7955cba0879badf93aca13163e9;10011360;R2;1;Equitable Store;10011360;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
002b8dd518f51b0d8debe933f4851f494654b718792dcae871fccb2f14e643c4;10020491;R3;1;Nbase Shop;10020491;G1;1;International;M1;816-455-8733;5;International;S16;C
31ce6f62da69084540430f88ea1c93751dd6794b5840c249da3141446e86d5df;10002150;R3;1;Accumedic Store;10002150;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
f6d5675559b0d8a1ab2bbc6b92b00c739a93d4e9371b70f0252614d77fa20135;10004516;R3;1;Besicorp Shop;10004516;G1;1;International;M1;816-455-8733;5;International;S19;C
a77855d8a7c23af153e3d70f01530412a2b51f6d892db989d9514c2bd71be9a6;10018352;R3;1;Johnson Store;10018352;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
16643e965f0c0302bf8343f704b66ad780acc38b28298ef2cd8b73d52460700e;10009606;R3;1;Champs Gigaplace;10009606;G1;1;International;M1;816-455-8733;5;International;S19;C
b68e504f251174d4e8da37d6529d59ce7f5b24ae1f5f87d19c6915458de20653;10021240;R3;1;PAGE Shop;10021240;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
a493860ce1d4cb08331edcec55846a3a18445a72af46c5ccd69c2230fceb6903;10020982;R3;1;Outsource Store;10020982;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
16a85175666b93466a6426a73f5fba0fad8ccfbf4643129012f6ce6d2c1c0fb8;10002155;R3;1;ACES Supermarket;10002155;G1;1;International;M1;816-455-8733;5;International;S18;C
86e78d2291b07d272fe520d2525fe1e263668c3564bb9de60413c7e73e2c795b;10020715;O2;1;Old Store;10020715;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
53bc935153ca535440c67e745feefc857bdc1b8bd30de8d7b287ff3f3fb81e58;10001818;R3;1;Acc Supermarket;10001818;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
4dc08462d063ec08c00e4b424cdbe76348c33da7ce37c52689d940435e649120;10020332;R3;1;Medics Shop;10020332;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
87da4a84219416ee4c687af426b558db2f14b1068dc60c41b6b00945d445634f;10026365;R3;1;Whites;10026365;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
fa393d1a14be8f92ff5e881010f3d38f74bfc0b34d62b7da5ced2a032a57fffd;10000496;R3;1;AboveNet Shop;10000496;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
d1dce20930f3a3e3f1666939e83599beaf06620d5c44288af26ed55f717f5f09;10015886;R3;1;Hewlett Supermarket;10015886;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
b1ecb7cfa2bbe7a25c0f2e90d11f4a2c2781cdc4385e10aee82145be0f2d694c;10025359;R4;1;UKnames.net Shop;10025359;G2;1;International;Não Informado;816-455-8733;5;International;S18;C
0379fb0094b4c2487359730533713790d750030afae80745ccf8643f655937bf;10006917;R3;1;Borden Supermarket;10006917;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
7523735ded58ad0891a9e2b4977889e2730a409f3d0db7fad6c7f0caf785039b;10014238;R3;1;Harbor Store;10014238;G1;1;International;M1;816-455-8733;5;International;S19;C
a4c481d0e90de573f7e5df39c498be0cc77a8ddda7f44f91e660b7786ffcc9aa;10003554;R3;1;Ad Supermarket;10003554;G1;1;International;M1;816-455-8733;5;International;S19;C
25343d335d0a25f8e45534fd5dbe39d13a58fd4e41949800d0c772863430114b;10013079;R3;1;Gandalf Supermarket;10013079;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
f5ce119e2fb1cbda71815f3c574f92026150acaa34ed4ea8f5acab5182b96676;10014043;R3;1;Guarantee Supermarket;10014043;G1;1;International;M1;816-455-8733;5;International;S18;C
ddab7a541b83a3d97cff0bbd0253243001cfe7509ca6dc9f8990c19e7361ce12;10018603;R3;1;K&K Supermarket;10018603;G1;1;International;M1;816-455-8733;5;International;S19;C
0f7ddb26ac65b7a786f99cdc57cdc025804082629a11d1ed03bec914f4b57880;10013871;R2;1;Grove Supermarket;10013871;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
19dba9bb90a3c83e5e1ab2677966dd0bc4317fff5df013d91b81454802fc08a4;10020181;R3;1;Markets;10020181;G1;1;International;M1;816-455-8733;5;International;S19;C
a17344c7e349d69effb601a5ed9a9199b4ce77e7b1280afe1731a176218a968f;10021270;R3;1;Page Market;10021270;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
cb23bd5a83e6137b5a50bef7a950c5b80b1886598defe55bd1ae4dfea093de0c;10017852;R3;1;J.A. Supermarket;10017852;G1;1;International;M1;816-455-8733;5;International;S19;C
689361b2dbac8a9b4eb181dcc07efce45522745e519a146cfa1c666d759b9b5d;10023495;R3;1;Safe Shop;10023495;G1;1;International;M1;816-455-8733;5;International;S19;C
873861228daf00d0601e91512fd04468e4a84738b4809e3790667d3b4070fcf9;10006919;R3;1;Hoovey SuperStore;10006919;G1;1;International;M1;816-455-8733;5;International;S19;C
442cbadb5cc1f21419143bb013a0bf10330065c87d18a19ba695e487cde378dd;10015267;R3;1;Helfand Store;10015267;G1;1;International;M1;816-455-8733;5;International;S19;C
4856dc0aa4abf75c92c849ac038493fe95143236e37de4200cdf9e4142a6bbeb;10020515;R3;1;NBX Stores;10020515;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
474e49c923e9faabd2c793773c0f88474988ff388cc13a869e95eda058689ebd;10004602;R3;1;Best Supermarket;10004602;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
b68df842374b76d86fee07488d8fa40edcc7c8c51bbbddf3ae44cd46be127ed9;10005810;R3;1;Big Shop;10005810;G1;1;International;M1;816-455-8733;5;International;S19;C
71611cd52773b586466ad742a65ae0e34ff56581364091f562a83a044b4a67da;10013572;R3;1;GearSource Shop;10013572;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
73056590053f2f93ea2f871e96fac075a0f2f9e6e594848d5931fab5f2a0e641;10014802;R3;1;HBS Shop;10014802;G1;1;International;M1;816-455-8733;5;International;S19;C
b2b5c190f36c63e9e8546648b5003eaa5026fd519829adf72a8742a84f14d662;10021736;R3;1;Patton Store;10021736;G1;1;International;M1;816-455-8733;5;International;S19;C
850219aa576d169aa0beea25479e253543d148118b4df4659e2568bff6411734;10013052;R3;1;GammaGraphX Store;10013052;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
84f19c507c731165a7f5b891fdbff63ad78173d74f06d1a0928a5053b9fdf978;10023757;R3;1;SAS Supermarket;10023757;G1;1;International;Não Informado;816-455-8733;5;International;S19;C
b7d45193e40eb7bb445de7ca6a0f6afb2e8facb27df99edcaef20df11c4c4bcd;10018868;R3;1;Karickal Store;10018868;G1;1;International;M1;816-455-8733;5;International;S19;C
c8e8e8cfa73e096294a68c44cffc10f512927fbf031b0cf2c5c618bb1700067b;10007309;R3;1;Cadtex Shop;10007309;G1;1;International;M1;816-455-8733;5;International;S19;C
96461e857f3fada86104ca6fd01c15347ae90de0e53aa8dded8e6e590bf4b8eb;10020364;R3;1;Mersey Market;10020364;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
ab94e244d1a2090c943f686d77d20e56f0ae4cc4058a940e965001e0bc17460e;10022962;R3;1;Reflex Store;10022962;G1;1;International;M1;816-455-8733;5;International;S19;C
7f68a307ad62e499e25550c903b8501ff731b8c575e88edf84b938a1a152f77d;10000471;R3;1;Aadast Shop;10000471;G1;1;International;M1;816-455-8733;5;International;S19;C
50293d3bb69d416d43dd3dd111a74c2d7a8ad8f9f44ca480c7c2f334116f8079;10006836;R3;1;Biz-comm Shop;10006836;G1;1;International;M1;816-455-8733;5;International;S16;C
e22dcbddd92659eafac5e999b44dae7f3fc04d7b53fa74bd42b428293c4af23a;10011623;R2;1;Federal Supermarket;10011623;G2;1;International;Não Informado;816-455-8733;5;International;S3;C
45b79e0f2502453d739e779d13abc211a6d755fa81fdba42fc6b4f1689663ae3;10020080;O2;1;Lucky Shop;10020080;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
143edcaec7ec2dce8514c48e88eb3ffaf3c7bf09ee57355058f7725717224aa8;10002142;R2;1;AccuCom Shop;10002142;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
0d7428baf8dd9912bc7c99838f5dc9cbe9d295f8c42bd30e778a227365c0671f;10013332;R3;1;GateMaster Shop;10013332;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
80371f3c3e31a48f05418f4d11246b7b12b082fba9edc6bca8714418ed71ad70;10002139;R1;1;Accrue Shop;10002139;G2;1;International;Não Informado;816-455-8733;5;International;S11;C
a36bfee633b02cc097656f1bc9f99827cc6375be179a43c0bbd4e0c2bf2800cd;10010990;R1;1;Elbit Market;10010990;G2;1;International;Não Informado;816-455-8733;5;International;S20;C
e29ffb04b4f356e1ec984f84db69e6b79e81d84c2477c43ff1c21ee2f41ef0e6;10011842;R3;1;Fentek Market;10011842;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
f73c1db98500d9d270d962bdc41c93240f66c0ce0e91ad970bb3821fba11064d;10025737;R3;1;Userland Maxistore;10025737;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
90a2285768d8d52b7a796b11bc26a7e9a66aaeb67269bd70e1a9a5dce4d74730;10011732;R3;1;Federated Supermarket;10011732;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
1aa2346a312890b5aa56667fc4a3531ebcda093663300333737413ed2e7669cd;10016113;R2;1;Hill Supermarket;10016113;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
8958e8eeedff6603f2632d0f6c92af7e0636867131aff58fa0c67125cc1f4070;10002149;R3;1;AccuLAN Shop;10002149;G2;1;International;Não Informado;816-455-8733;5;International;S16;I
a44a60417039dbae89d9c67ff683bb8e56604e7066b4d540b7cdbe34559d2b72;10002137;R3;1;Accidental Shop;10002137;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
0d811782a80db9026d32815a21d997bb76d0a3ca174af98f01852eb4cefbf62e;10005688;R3;1;Bien Supermarket;10005688;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
3884b5c1dc4c6bd9398aa40e367ed7cd447cc4bf2f69b69d8e99376f5abfd028;10011979;R3;1;FiberPlex Shop;10011979;G1;1;International;M1;816-455-8733;5;International;S19;C
ca7ffa631ec42bdad1958fecd3bfddf3673903959ba9af89fdaa5f60e4d48f71;10002136;R3;1;AccessWare Shop;10002136;G1;1;International;M1;816-455-8733;5;International;S20;C
a52677e507e74e62839014ee39d4b9d4e8de44685d0db08d97f1a5c9e723f1ba;10021107;R3;1;P.C.G. Supermarket;10021107;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
16ea4a48589d56e2a062d1f9744cca0ceba3d86b51788aa5b0dd7b3e8e5fcaee;10023511;R1;1;Sage Supermarket;10023511;G1;1;International;Não Informado;816-455-8733;5;International;S13;C
8c412462953ee20aebb7476dece9e31822f4fe0350f33270f6049c5acfa6fca1;10002140;R3;1;Accton Shop;10002140;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
96443e44fae911eb33c30a2e17496046ee8829790e1668c5284b7748a1790db3;10013080;R3;1;Ganymede Shop;10013080;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
0cb90893f72dc571f2ac79e96e845e8bb633340a65cb9349ab50ea45b972d6b6;10025267;R3;1;Todd Supermarket;10025267;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
2dd23ec4e7a347644e5815c7c8556d5f581abcb5845f41ef8f210f983483fbf4;10012158;R3;1;Filene? Shop;10012158;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
8572df5080debe57127b84396c05e3fdc6b6c12e758e457de049a95f2863e949;10012927;R3;1;Galaxy Supermarket;10012927;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
5cc49595c67ba929d5c017d49d863fe3e774cd59cac93a305340a02bb19ecd7b;10020256;O2;1;Maxtor Shop;10020256;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
f4a0936d0be72f8054d733499d16efc65c11c116505dc451748f02ea0abe45fe;10023780;R3;1;SAT-SAGEM Supermarket;10023780;G1;1;International;M1;816-455-8733;5;International;S16;C
6b3f5530160ed9064a4a94eca82d91d51006bef4ab79276af3bf591bf7f82ab5;10015956;R3;1;Hidden Market;10015956;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
436b01cb2d689afbb769d54745322d3ffc5b726b6aeef37a41da4bdbe3a8af2e;10014540;R3;1;HarveyOpolis Shop;10014540;G1;1;International;M1;816-455-8733;5;International;S16;C
3eb663e97b79ce599c17ba3dad94aee62c05d8fcc46518a4d795da7960deed62;10002526;R3;1;Active Shop;10002526;G1;1;International;M1;816-455-8733;5;International;S19;C
154db2cb565c76fa3425020d2807a77461798d178c543cc860ec9f546128c5f0;10020662;R3;1;Nematron Shop;10020662;G1;1;International;M1;816-455-8733;5;International;S19;C
b2a85d777becc7fcad23d352bff1980758adab46beb2cc0e61ed6d9193d4fe59;10024930;R3;1;T3West Shop;10024930;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
ce41f418c3503ede38796eb91fadc7048fdabde32275245f9d97c34f5b9c927a;10003749;R3;1;Associates Shop;10003749;G1;1;International;M1;816-455-8733;5;International;S19;C
8b46b6f5f9306b87b1bf3479597d93b92a69d36307448002027cb08566cc9102;10006977;R3;1;Brazilian Supermarket;10006977;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
ef618ad979a6aff3fd3c0668e13453e0a847e611c58a6ac5e140e954935d7e69;10002144;R2;1;ACCUCOMP Shop;10002144;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
1886e99e2f546f6ce9b4a6db03e5f32a8a11118a984a20e047da8eec566705ec;10022167;R3;1;Quallaby Megaplace;10022167;G1;1;International;M1;816-455-8733;5;International;S16;C
7524ef23e80cd4e5da6964cb4ff3f93be625b2714980da53f10c10b1352c05b6;10000501;R3;1;Absolute Supermarket;10000501;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
e019855928bd6868434826f7acf58ec5a834d7246832967d3949dff7ecb5887d;10026081;O2;1;Ventana Maxistore;10026081;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
64b3a778599db62de3a2e9648f3aca4a8e5711ffa1c5e9439cd07b56c8d4c755;10026294;R3;1;Wasabi Shop;10026294;G1;1;International;M1;816-455-8733;5;International;S19;C
aa607ebd5951e4799bcaa55539ca163b2f0ea2a4fe5d19ce507cb4d6657ef396;10002412;R3;1;Acsior Shop;10002412;G1;1;International;M1;816-455-8733;5;International;S19;C
3309bd3ae2d462a06fa11e46819b67a758a8f8416b76451155f27fd95805c70d;10026009;R3;1;Vectrix Shop;10026009;G1;1;International;M1;816-455-8733;5;International;S18;C
